Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
1/2/18 10:58,Ecology,3grder,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree ,Strongly agree ,Strongly agree,"Clear, concise instructions using effective and familiar datasets.",Make sure the pre-instruction setups for installing the workshop software is up to date and clear.,Yes,"There were a few issues with using our university issued laptops and accessing R program downloads, they eventually downloaded but it took an inordinate amount of time and was disruptive toward the flow and continuity of the workshop.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Despite some snags with loading workshop software and some R downloadable programs, both instructors handled the disruptions well and were flexible to keep the workshop on track.",100,United States of America
1/2/18 10:50,Ecology,1grchi,R,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree ,Strongly agree ,Agree,Good step by step instructions.  Get a good underlying understanding of what the codes or scripts are doing.  Friendly and patient instructors.,There were a lot of issues with installing R packages especially.  Perhaps instructions could be provided before the workshop to download the appropriate R packages.  ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"When someone in my class had a question about why something worked the way it did, the instructors took time to show us what the code or script did, and why it works that way.",100,United States of America
1/2/18 10:53,Ecology,1irhei,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,"It was great that it was truly beginner level into all the software. Even though there was a lot more you can do, it didn't seem overwhelming as they went step by step.",It would have been nice to have someone from IT at GVSU to help with some of the issues we were having using our work laptops.,Yes,R does not install in a way that you can install packages easily.  It would have been nice to have that sorted out prior to the workshop.  Otherwise everything else went flawlessly.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,It was great that there was two of them.  Using sticky notes to help when you were having issues was also a great help.  That way you wouldn't have to sit with your hand up distracting other people.,100,United States of America
12/18/17 15:30,I don't know.,1tochr,R,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree ,Agree ,Neutral,"Found the session on OpenRefine really useful because spreadsheets are a lot more accessible to most researchers with minimal coding knowledge/experience and it complements Excel and its limitations well. Would have put more time into this and less into Excel, as Excel is fairly common.  Full day for R was valuable since this was the tool I had the least experience with. Learning the piping technique was really valuable as it introduced an easy way to add many layers of analysis.   The helpers that could be regularly called upon for one-on-one support was very valuable and made the seminar run much more smoothly.",The GitHub session was before we learned about R and was mainly demonstrated with text-based examples. Since most people don't use plain text files for their writing it made the applications of GitHub seem obsolete. Would maybe be better to demonstrate it with datasets it is best applied for (eg code scripts),No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Canada
12/18/17 14:13,Reproducible Research,2otwat,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Strongly agree ,Agree,"Good teachers, non-threatening environment",More examples along the way,No,,,,,,,,
12/18/17 14:09,I don't know.,1kibus,R,,,,,,,,   ,  ,,,,,,,,,,,,
12/18/17 14:05,Social Sciences,1ximai,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,hands on experience ,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Canada
12/17/17 23:03,,1kobon,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,   ,Strongly agree ,Strongly agree,"Communication between the teacher, helpers and the participants was great. All questions were answered and no matter what level of knowledge you have with the program you are treated all equal.",May be some of the concepts of R can be broken in 2 days. It was a lot of information at once.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Every question I had was answered almost immediately.  They did not just give me the answer but guided me to learn how to fin the answer if I am stuck next time.,100,Canada
12/17/17 11:32,Ecology,1bunor,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,"There was a lot of information covered in the workshop, which was great as I now have a lot of tools and that I can use in my own research. I really liked having the online notes to follow along with - I'll definitely be using them in the future. I feel confident about being able to understand, or at least be able to interpret, basic code in R now. The instructors and tutors were all extremely helpful and very enthusiastic about the material.","I know that this workshop provided an overview of methods, but I would have like to have seen a dataset used that was closer to my own research so I would have a better idea of how to do manipulations.",Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Canada
12/16/17 13:48,Ecology,1hacli,R,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,Agree,"The facilitators paid great attention to the different pace everyone was working at and was able to accommodate very well. It also very effectively built from basic best practices for data management to programming in R (a big jump, but not difficult).","It may have been helpful to budget time (maybe 1 hour at the end of each day) where participants could casually discuss their data sets with instructors and peers to get thinking about how they can apply the techniques in their own research. Despite this time not being built in, instructors were very accommodating in doing this on breaks.",Yes,,Strongly agree,Strongly agree,Strongly agree,Agree,"During one of the breaks, both of the main instructors were enthusiastic when I approached them with my data set to discuss how could I apply some of what was taught to it.",100,Canada
12/15/17 3:25,Genomics,,,,,,,,,,   ,  ,,,,,,,,,,,,
12/14/17 12:34,Genomics,0zibor,Neither,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree ,Agree ,Neutral,easy to follow. good explanation. nice intructors.,"when start to write scripts, it's better to slow down a bit.",No,,Agree,Agree,Agree,Agree,"when there are something went wrong with the scripts that I wrote, the instructors helped me to check the misstake patiently.",90,Netherlands
12/14/17 11:19,Genomics,2haben,Neither,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,Agree,"Good pace of new knowledge, good guidance, good supervisors/instructors, good buildup of knowledge","There was a problem with the file/data structure, which could be related to it being a new 'version' of the workshop. That cost some time, which caused us to not finish the entire initial schedule. Double checking this could prevent such an error in the future",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"The atmosphere was very pleasant, which made me comfortable asking any question I had. Also, I mentioned that I felt so slow at learning things on my own, compared to learning things from other people. Anita confirmed that she had experienced similar things in the past, which reassured me that we all need to learn new things and that always costs time. Made me feel more human and less ignorant.",100,Netherlands
12/14/17 11:13,Genomics,1pihan,Neither,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree ,Strongly agree ,Disagree,It was a very hands-on workshop making it easier to directly apply what I learned for my own work.,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,85,Netherlands
12/14/17 11:11,I don't know.,2amCar,Neither,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral ,Agree ,Agree,"User friendly, easy acces even to people with almost no programming background. While giving them enough handholds to really start going on their own",Time managment. Some parts of the workshop were just copy paste what the lecturer is doing. Instead of understanding what you are doing.,No,,Strongly agree,Strongly agree,Agree,Strongly agree,"As soon as put up a red sticky, it was moments before an instructor came by and helped me trouble shoot my problems. Often even giving more (interresting) background information",86,Netherlands
12/14/17 11:13,Genomics,1liwei,Neither,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral ,Agree ,Neutral,it is much more practical,It is organised well,No,,Agree,Agree,Agree,Agree,They help me to solve the errors happened in my command,75,Netherlands
12/14/17 11:05,Genomics,2lyams,Neither,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree ,Neutral ,Neutral,well explained and precise,nothing to add,Yes,,Strongly agree,Agree,Agree,Agree,they were good,100,Netherlands
12/14/17 11:09,Genomics,2amalb,Neither,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,"Nice course, good teachers, easy to ask for help or ask questions",#NAME?,No,,Agree,Agree,Strongly agree,Agree,,80,Netherlands
12/8/17 6:52,,,,,,,,,,,   ,  ,,,,,,,,,,,,United Kingdom
12/6/17 16:52,Genomics,2kasoh,Neither,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral ,Agree ,Agree,hands on practice on writing scripts and running the entire pipeline. trouble-shooting in real-time,preparing to course in advance would have helped a lot. for instance reading up on unix and practicing basic commands would have made it easier during the worshop,No,,Strongly agree,Strongly agree,Agree,Strongly agree,"not only did the instructors help me with trouble-shooting my scripts, but they also answered any questions that were raised during the workshop",99,United States of America
12/6/17 16:33,Genomics,2qutay,Neither,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral ,Strongly agree ,Neutral,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
12/6/17 16:26,Genomics,3wioxf,Neither,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree ,Agree ,Strongly agree,the logical flow of tools,"it was nearly impossible to keep up with the script.  To look at screen, type fix typos before the screen went away",No,,Neutral,Neutral,Agree,Agree,,77,United States of America
